%Character	Friendly links																																							Hostile Links						
																																														
%Chapter 1: Plague and Wrath																																														
Diomedes	Agamemnon	Menelaus	Nestor	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Thaos	Odysseus																																				
Ajax the great	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Thaos	Odysseus	Talthybius	Hector	Idaeus																											Hector						
Ajax the lesser	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the great	Idomeneus	Meriones	Eurypylus	Thaos	Odysseus																																				
Idomeneus	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the great	Ajax the lesser	Meriones	Eurypylus	Thaos	Odysseus																																				
Meriones	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Eurypylus	Thaos	Odysseus																																				
Eurypylus	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Thaos	Odysseus																																				
Thaos	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Odysseus																																				
Odysseus	Agamemnon	Menelaus	Nestor	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Thaos																																				
Talthybius	Idaeus	Hector	Ajax the great																																											
Idaeus	Talthybius	Hector	Ajax the great	Priam	Agamemnon																																									
Antenor	Paris	Priam																																												
Priam	Idaeus	Antenor																																												
Poseidon	Zeus	Apollo	Laomedon																																											
Zeus	Poseidon																																													
Laomedon	Poseidon	Apollo																																												
Euneus	Hypsipyle	Jason	Agamemnon	Menelaus																																										
Hypsipyle	Euneus	Jason																																												
Jason	Euneus	Hypsipyle																																												
																																														
%Chapter 8: Hector triumphant																																														
Diomedes	Hector	Teucer																																						Eniopeus	Agelaus (Trojan)					
Eniopeus																																								Diomedes						
Archeptolemus	Hector																																							Teucer						
Hector	Archeptolemus	Diomedes	Gorgythion	Cebriones																																				Teucer						
Hera	Poseidon	Agamemnon																																												
Poseidon	Hera																																													
Agamemnon	Hera	Teucer																																												
Agelaus (Trojan)																																								Diomedes						
Teucer	Diomedes	Agamemnon	Menelaus	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Telamon	Mecisteus	Alastor																													Orsilochus (Trojan)	Ormenus 1	Ophelestes	Daetor			
Teucer																																								Chromius (Trojan)	Lycophontes	Amopaon	Melanippus (Trojan)			
Menelaus	Teucer																																													
Ajax the great	Teucer	Mecisteus	Alastor																																											
Ajax the lesser	Teucer																																													
Idomeneus	Teucer																																													
Meriones	Teucer																																													
Eurypylus	Teucer																																													
Orsilochus (Trojan)																																								Teucer						
Ormenus 1	Ophelestes																																							Teucer						
Ophelestes	Ormenus 1																																							Teucer						
Daetor	Chromius (Trojan)	Lycophontes																																						Teucer						
Chromius (Trojan)	Daetor	Lycophontes																																						Teucer						
Lycophontes	Daetor	Chromius (Trojan)																																						Teucer						
Amopaon	Polyaemon																																							Teucer						
Melanippus (Trojan)																																								Teucer						
Polyaemon	Amopaon																																													
Telamon	Teucer																																													
Teucer																																								Hector	Gorgythion	Archeptolemus				
Gorgythion	Priam	Hector	Paris	Polites	Antiphus	Lycaon	Helenus	Castianeira																																Teucer						
Archeptolemus																																														
Castianeira																																														
Priam	Gorgythion	Castianeira																																												
Paris	Gorgythion	Polites																																												
Polites	Gorgythion																																													
Antiphus	Gorgythion	Polites																																												
Lycaon	Gorgythion	Polites																																												
Helenus	Gorgythion	Polites																																												
Cebriones	Hector																																													
Mecisteus	Alastor	Ajax the great	Teucer																																											
Alastor	Mecisteus	Ajax the great	Teucer																																											
Heracles	Eurystheus	Athene																																												
Eurystheus	Heracles																																													
Athene	Heracles	Thetis	Iris																																											
Thetis	Athene	Achilles																																												
Achilles	Thetis	Patroclus																																												
Iris	Athene	Hera	Zeus																																											
Hera	Iris																																													
Zeus	Iris	Patroclus	Hyperion																																					Iapetus	Cronus					
Patroclus	Zeus	Achilles																																												
Iapetus																																								Zeus						
Cronus																																								Zeus						
Hyperion	Zeus																																													
																																														
%Chapter 9: Embassy to Achilles																																														
Nestor	Thrasymedes	Phoenix	Achilles	Ajax the great	Odysseus	Odius the herald	Eurybates																																							
Thrasymedes	Nestor	Ascalaphus	Ialmenus	Meriones	Aphareus	Deipyrus	Lycomedes																																							
Ascalaphus	Thrasymedes	Ialmenus	Meriones	Aphareus	Deipyrus	Lycomedes																																								
Ialmenus	Thrasymedes	Ascalaphus	Meriones	Aphareus	Deipyrus	Lycomedes																																								
Meriones	Thrasymedes	Ascalaphus	Ialmenus	Aphareus	Deipyrus	Lycomedes																																								
Aphareus	Thrasymedes	Ascalaphus	Ialmenus	Meriones	Deipyrus	Lycomedes																																								
Deipyrus	Thrasymedes	Ascalaphus	Ialmenus	Meriones	Aphareus	Lycomedes																																								
Lycomedes	Creon	Thrasymedes	Ascalaphus	Ialmenus	Meriones	Aphareus	Deipyrus																																							
Creon	Lycomedes																																													
Briseis	Briseus																																													
Briseus	Briseis																																													
Chrysothemis	Agamemnon	Laodice	Iphianassa																																											
Laodice	Agamemnon	Chrysothemis	Iphianassa																																											
Iphianassa	Agamemnon	Chrysothemis	Laodice																																											
Agamemnon	Chrysothemis	Laodice	Iphianassa	Odius the herald	Eurybates																																									
Phoenix	Nestor	Achilles	Ajax the great	Odysseus	Odius the herald	Eurybates	Patroclus	Peleus	Amyntor																															Persephone						
Achilles	Phoenix	Ajax the great	Odysseus	Nestor	Odius the herald	Eurybates	Patroclus	Automedon	Diomede	Iphis																														Enyeus						
Ajax the great	Phoenix	Achilles	Nestor	Odius the herald	Eurybates	Odysseus	Patroclus																																							
Odysseus	Phoenix	Achilles	Nestor	Odius the herald	Eurybates	Ajax the great	Patroclus	Peleus																																						
Odius the herald	Phoenix	Achilles	Nestor	Eurybates	Odysseus	Ajax the great	Patroclus																																							
Eurybates	Phoenix	Achilles	Nestor	Odius the herald	Odysseus	Ajax the great	Patroclus																																							
Poseidon																																														
Patroclus	Phoenix	Achilles	Ajax the great	Odysseus	Odius the herald	Eurybates	Automedon	Iphis	Diomede																																					
Automedon	Patroclus																																													
Peleus	Odysseus	Phoenix																																												
Amyntor	Phoenix																																													
Zeus	Persephone																																													
Persephone	Zeus																																							Phoenix						
Artemis																																								Oeneus						
Oeneus	Meleager	Althaea																																						Artemis						
Meleager	Oeneus	Althaea	Cleopatra																																											
Althaea	Meleager	Oeneus																																												
Cleopatra	Idas	Marpessa	Meleager																																											
Marpessa	Idas	Cleopatra																																						Apollo						
Idas	Marpessa	Cleopatra																																						Apollo						
Apollo																																								Marpessa	Idas					
Diomede	Achilles	Patroclus																																												
Iphis	Patroclus	Achilles																																												
Enyeus																																								Achilles						
																																														
%Chapter 10: Diomedes and Odysseus																																														
Nestor	Meges	Idomeneus	Thrasymedes																																											
Agamemnon	Meges	Idomeneus	Thrasymedes																																											
Ajax the lesser	Meges	Idomeneus	Thrasymedes																																											
Odysseus	Meges	Idomeneus	Thrasymedes																																					Dolon	Rhesus					
Meges	Nestor	Agamemnon	Ajax the lesser	Odysseus	Ajax the great	Idomeneus	Diomedes	Thrasymedes	Menelaus	Meriones																																				
Ajax the great	Meges	Idomeneus	Thrasymedes																																											
Idomeneus	Nestor	Agamemnon	Ajax the lesser	Odysseus	Meges	Ajax the great	Diomedes	Thrasymedes	Menelaus	Meriones																																				
Diomedes	Meges	Idomeneus	Thrasymedes																																					Dolon	Rhesus					
Thrasymedes	Nestor	Agamemnon	Ajax the lesser	Odysseus	Meges	Ajax the great	Idomeneus	Diomedes	Menelaus	Meriones																																				
Menelaus	Meges	Idomeneus	Thrasymedes																																											
Meriones	Meges	Idomeneus	Thrasymedes	Molus																																										
Autolycus	Amphidamas																																							Amyntor son of Ormenus						
Amyntor son of Ormenus																																								Autolycus						
Amphidamas	Autolycus	Molus																																												
Molus	Amphidamas	Meriones																																												
Dolon	Eumedes	Hector	Rhesus																																					Diomedes	Odysseus					
Eumedes	Dolon																																													
Hector	Dolon																																													
Rhesus	Dolon	Hippocoön																																						Diomedes	Odysseus					
Hippocoön	Rhesus																																													
																																														
%Chapter 11: Achilles takes notice																																														
Dawn	Tithonus																																													
Tithonus	Dawn																																													
Zeus	Strife																																													
Strife	Zeus																																													
Agamemnon	Cinyras																																							Bienor	Oïleus	Isus	Antiphus			
Agamemnon																																								Peisander	Hippolochus	Iphidamas	Coön			
Cinyras	Agamemnon																																													
Hector	Polydamas	Aneas	Polybus	Agenor	Acamas	Iris	Apollo																																	Asaeus	Autonous (Greek)	Opites	Dolops (Greek)			
Hector																																								Agelaus (Greek)	Aesymnus	Orus	Hipponous			
Hector																																								Opheltius (Greek)	Diomedes	Odysseus				
Polydamas	Hector	Aneas	Polybus	Agenor	Acamas																																									
Aneas	Hector	Polydamas	Polybus	Agenor	Acamas																																									
Polybus	Hector	Polydamas	Aneas	Agenor	Acamas	Antenor																																								
Agenor	Hector	Polydamas	Aneas	Polybus	Acamas	Antenor																																								
Acamas	Hector	Polydamas	Aneas	Polybus	Agenor	Antenor																																								
Antenor	Polybus	Agenor	Acamas	Iphidamas	Theano	Cisses	Coön																																							
Bienor																																								Agamemnon						
Oïleus																																								Agamemnon						
Isus	Antiphus	Priam																																						Agamemnon						
Antiphus	Isus	Priam																																						Agamemnon						
Priam	Isus	Antiphus	Doryclus																																					Agamemnon						
Peisander	Hippolochus	Antimachus																																						Agamemnon						
Hippolochus	Peisander	Antimachus																																												
Antimachus	Peisander	Hippolochus	Paris	Menelaus	Odysseus																																									
Paris	Antimachus																																							Diomedes	Machaon	Eurypylus				
Menelaus	Antimachus																																													
Odysseus	Antimachus																																							Molion	Hippodamus	Hypeirochus	Hector			
Ilus	Dardanus																																													
Dardanus	Ilus																																													
Iris	Hector																																													
Iphidamas	Antenor	Theano	Cisses	Coön																																				Agamemnon						
Theano	Iphidamas	Cisses	Antenor	Coön																																										
Cisses	Theano	Iphidamas	Antenor																																											
Coön	Theano	Iphidamas	Antenor																																					Agamemnon						
Asaeus																																								Hector						
Autonous (Greek)	Opites																																							Hector						
Opites	Autonous (Greek)																																							Hector						
Dolops (Greek)	Clytius																																							Hector						
Opheltius (Greek)	Agelaus (Greek)																																							Hector						
Agelaus (Greek)	Opheltius																																							Hector						
Aesymnus																																								Hector						
Orus																																								Hector						
Hipponous																																								Hector						
Clytius	Dolops (Greek)																																													
Diomedes																																								Thymbraeus	Agastrophus	Hector	Paris			
Thymbraeus																																								Diomedes						
Molion																																								Odysseus						
Merops																																														
Hippodamus																																								Odysseus						
Hypeirochus																																								Odysseus						
Agastrophus	Paeëon																																							Diomedes						
Paeëon	Agastrophus																																													
Apollo	Hector																																													
Odysseus																																								Deïopites	Thoön 2	Ennomus 2	Cheridamas			
Odysseus																																								Charops	Socus					
Deïopites																																								Odysseus						
Thoön 2	Ennomus 2																																							Odysseus						
Ennomus 2	Thoön 2																																							Odysseus						
Cheridamas																																								Odysseus						
Charops	Hippasus	Socus																																						Odysseus						
Hippasus	Socus	Charops																																												
Socus	Hippasus	Charops																																						Odysseus						
Ajax the great																																								Doryclus	Pandocus	Lysander	Pyrasus			
Ajax the great																																								Cebriones	Pylartes					
Doryclus	Priam																																							Ajax the great						
Pandocus	Lysander	Pyrasus	Pylartes																																					Ajax the great						
Lysander	Pandocus	Pyrasus	Pylartes																																					Ajax the great						
Pyrasus	Pandocus	Lysander	Pylartes																																					Ajax the great						
Pylartes	Pandocus	Lysander	Pyrasus																																					Ajax the great						
Machaon	Nestor	Asclepius	Achilles	Eurymedon	Hecamede	Patroclus	Podaleirius																																	Paris						
Nestor	Machaon	Eurymedon	Hecamede	Patroclus	Menoetius	Peleus																																		Itymoneus	Augeas	Heracles	Mulius			Moliones
Asclepius	Machaon																																													
Cebriones																																								Ajax the great						
Eurypylus	Patroclus	Podaleirius																																						Apisaon son of Phausius	Paris					
Apisaon son of Phausius																																								Eurypylus						
Menoetius	Achilles	Patroclus	Nestor	Peleus																																										
Achilles	Menoetius	Machaon	Cheiron																																											
Patroclus	Menoetius	Machaon	Nestor	Eurymedon	Hecamede	Peleus	Eurypylus																																							
Eurymedon	Machaon	Nestor	Hecamede	Patroclus																																										
Hecamede	Arsinous	Machaon	Nestor	Eurymedon	Patroclus																																									
Arsinous	Hecamede																																													
Itymoneus																																								Nestor						
Augeas	Mulius	Agamede																																						Nestor	Neleus					
Heracles																																								Nestor						
Neleus																																								Augeas						
Mulius	Augeas	Agamede																																						Nestor						
Agamede	Augeas	Mulius																																												
Moliones	Poseidon																																							Nestor						
Poseidon	Moliones																																													
Peleus	Nestor	Menoetius	Patroclus																																											
Cheiron	Achilles																																													
Podaleirius	Machaon	Eurypylus																																												
																																														
%Chapter 12: Hector storms the wall																																														
Poseidon	Apollo																																													
Apollo	Poseidon																																													
Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Hector	Polydamas	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Cebriones	Polydamas	Hector	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Paris	Polydamas	Hector	Cebriones	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Alcathous	Polydamas	Hector	Cebriones	Paris	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Agenor	Polydamas	Hector	Cebriones	Paris	Alcathous	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Helenus	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Deiphobus	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																																
Asius	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Aneas	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																									Hyrtacus	Idomeneus	Polypoetes	Leonteus				
Aneas	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Archelochus	Acamas	Sarpedon	Glaucus	Asteropaeus																									Anchises							
Archelochus	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Acamas	Sarpedon	Glaucus	Asteropaeus																									Antenor							
Acamas	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Sarpedon	Glaucus	Asteropaeus																									Antenor							
Sarpedon	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Glaucus	Asteropaeus																									Zeus							
Glaucus	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Asteropaeus																									Hippolochus							
Asteropaeus	Polydamas	Hector	Cebriones	Paris	Alcathous	Agenor	Helenus	Deiphobus	Asius	Aneas	Archelochus	Acamas	Sarpedon	Glaucus																																
Antenor	Archelochus	Acamas																																												
Anchises	Aneas																																													
Deiphobus	Priam	Polites	Antiphus	Lycaon																																										
Polites	Deiphobus																																													
Antiphus	Deiphobus																																													
Lycaon	Deiphobus																																													
Hyrtacus	Asius																																													
Idomeneus																																								Asius						
Polypoetes	Peirithous	Leonteus																																						Asius	Damasus	Pylon	Ormenus 2			
Peirithous	Polypoetes																																													
Leonteus	Polypoetes																																							Asius	Hippomachus	Antiphates	Menon			
Leonteus																																								Iamenus	Orestes (Trojan)					
Asius	Adamas	Iamenus	Orestes (Trojan)	Thoön	Oenomaus																																									
Adamas	Asius	Iamenus	Orestes (Trojan)	Thoön	Oenomaus																																									
Iamenus	Asius	Adamas	Orestes (Trojan)	Thoön	Oenomaus																																			Leonteus						
Orestes (Trojan)	Asius	Adamas	Iamenus	Thoön	Oenomaus																																			Leonteus						
Thoön	Asius	Adamas	Iamenus	Orestes (Trojan)	Oenomaus																																									
Oenomaus	Asius	Adamas	Iamenus	Orestes (Trojan)	Thoön																																									
Hector	Zeus																																													
Zeus	Hector	Sarpedon																																												
Damasus																																								Polypoetes						
Pylon																																								Polypoetes						
Ormenus 2																																								Polypoetes						
Hippomachus																																								Leonteus						
Antiphates																																								Leonteus						
Menon																																								Leonteus						
Hippolochus	Glaucus																																													
Menestheus	Ajax the great	Ajax the lesser	Teucer	Thoötes	Pandion																																									
Ajax the great	Menestheus	Teucer	Thoötes	Lycomedes	Pandion																																			Epicles	Sarpedon					
Ajax the lesser	Menestheus	Teucer	Thoötes	Lycomedes																																										
Teucer	Menestheus	Ajax the great	Ajax the lesser	Thoötes	Pandion																																			Glaucus	Sarpedon					
Thoötes	Menestheus	Ajax the great	Teucer	Ajax the lesser	Lycomedes																																									
Lycomedes	Thoötes	Ajax the great	Ajax the lesser																																											
Pandion	Teucer	Ajax the great	Menestheus																																											
Epicles	Sarpedon																																							Ajax the great						
Sarpedon	Epicles																																							Alcmaon	Teucer	Ajax the great				
Glaucus																																								Teucer						
Alcmaon																																								Sarpedon						
																																														
%Chapter 13: The battle at the ships																																														
Poseidon	Ajax the great	Ajax the lesser	Teucer	Leitus	Peneleos	Thaos	Deipyrus	Meriones	Antilochus	Amphimachus	Idomeneus	Thaos	Calchas	Cronus																										Alcathous						
Ajax the great	Poseidon	Calchas	Idomeneus																																					Imbrius						
Ajax the lesser	Poseidon	Calchas	Idomeneus																																											
Calchas	Ajax the great	Ajax the lesser	Poseidon																																											
Teucer	Poseidon	Leitus	Idomeneus																																					Imbrius	Hector					
Leitus	Poseidon	Teucer																																												
Peneleos	Poseidon																																													
Thaos	Poseidon																																													
Deipyrus	Poseidon																																													
Meriones	Poseidon	Antilochus	Idomeneus	Molus																																				Deiphobus						
Antilochus	Poseidon	Meriones	Nestor	Hypsenor (Greek)																																				Deiphobus						
Deiphobus	Alcathous																																							Meriones	Idomeneus	Hypsenor (Greek)	Antilochus			
Imbrius	Mentor	Medesicaste																																						Teucer	Ajax the great					
Mentor	Imbrius																																													
Medesicaste	Imbrius	Priam																																												
Priam	Medesicaste	Cassandra																																												
Amphimachus	Stichius	Menestheus	Poseidon																																					Hector						
Hector																																								Amphimachus	Teucer					
Stichius	Amphimachus	Menestheus																																												
Menestheus	Amphimachus	Stichius																																												
Idomeneus	Poseidon	Thaos	Meriones	Deucalion	Ajax the great	Ajax the lesser	Teucer	Ascalaphus	Aphareus	Deipyrus	Antilochus	Oenamaus																												Othryoneus	Asius	Deiphobus	Alcathous			
Idomeneus																																								Aeneas	Paris	Agenor				
Thaos	Idomeneus	Poseidon	Andraemon																																											
Andraemon	Thaos																																													
Molus	Meriones	Idomeneus																																												
Ares	Rout																																													
Rout	Ares																																													
Deucalion	Idomeneus	Minos																																												
Cronus	Poseidon																																													
Othryoneus	Cassandra	Priam	Asius																																					Idomeneus						
Cassandra	Priam	Othryoneus																																												
Asius	Othryoneus																																							Idomeneus						
Nestor	Antilochus																																													
Hypsenor (Greek)	Hippasus	Mecisteus	Alastor	Antilochus																																				Deiphobus						
Hippasus	Hypsenor (Greek)																																													
Mecisteus	Hypsenor (Greek)	Alastor																																												
Alastor	Hypsenor (Greek)	Mecisteus																																												
Alcathous	Aesyetes	Anchises	Hippodameia	Aeneas	Deiphobus	Paris	Agenor																																	Idomeneus	Poseidon					
Aesyetes	Alcathous																																													
Anchises	Alcathous	Hippodameia																																												
Hippodameia	Alcathous	Anchises																																												
Zeus	Minos																																													
Minos	Deucalion	Zeus																																												
Aeneas	Alcathous	Paris	Agenor																																					Idomeneus	Ascalaphus	Aphareus	Deipyrus			
Aeneas																																								Meriones	Antilochus	Oenamaus				
Ascalaphus	Idomeneus	Aphareus	Deipyrus	Meriones	Antilochus	Ares																																		Aeneas	Paris	Agenor	Deiphobus			
Aphareus	Idomeneus	Ascalaphus	Deipyrus	Meriones	Antilochus																																			Aeneas	Paris	Agenor	Deiphobus			
Deipyrus	Idomeneus	Ascalaphus	Aphareus	Meriones	Antilochus																																			Aeneas	Paris	Agenor	Deiphobus			
Meriones	Idomeneus	Ascalaphus	Aphareus	Deipyrus	Antilochus																																			Aeneas	Paris	Agenor	Deiphobus			
Antilochus	Idomeneus	Ascalaphus	Aphareus	Deipyrus	Meriones																																			Aeneas	Paris	Agenor	Deiphobus			
Paris	Aeneas	Agenor	Alcathous	Harpalion																																				Idomeneus	Ascalaphus	Aphareus	Deipyrus			
Paris																																								Meriones	Antilochus	Euchenor				
Agenor	Aeneas	Paris	Deiphobus	Helenus																																				Idomeneus	Ascalaphus	Aphareus	Deipyrus			
Agenor																																								Meriones	Antilochus					
Deiphobus	Paris	Agenor	Alcathous																																					Idomeneus	Ascalaphus	Aphareus	Deipyrus			
Deiphobus																																								Meriones	Antilochus					
Oenamaus	Idomeneus																																							Aeneas						
Ares	Ascalaphus																																													
Antilochus	Poseidon																																							Thoön	Adamas					
Thoön																																								Antilochus						
Poseidon	Antilochus																																													
Adamas	Asius																																							Antilochus	Meriones					
Asius	Adamas																																													
Meriones																																								Adamas						
Helenus	Agenor																																							Deipyrus	Menelaus					
Deipyrus	Menelaus																																							Helenus						
Menelaus	Deipyrus																																							Helenus	Peisander	Harpalion				
Peisander																																								Menelaus						
Harpalion	Pylaemenes	Paris																																						Menelaus						
Pylaemenes	Harpalion																																													
Euchenor	Polyidus																																							Paris						
Polyidus	Euchenor																																													
Hector	Adamas	Asius	Hyrtacus	Othryoneus																																				Ajax the lesser						
Ajax the lesser	Protesilaus	Medon																																						Hector						
Protesilaus	Ajax the lesser																																													
Menestheus	Pheides	Stichius	Meges	Amphion	Dracius	Medon	Podarces																																							
Pheides	Menestheus	Stichius	Meges	Amphion	Dracius	Medon	Podarces																																							
Stichius	Menestheus	Pheides	Meges	Amphion	Dracius	Medon	Podarces																																							
Meges	Menestheus	Pheides	Stichius	Amphion	Dracius	Medon	Podarces																																							
Amphion	Menestheus	Pheides	Stichius	Meges	Dracius	Medon	Podarces																																							
Dracius	Menestheus	Pheides	Stichius	Meges	Amphion	Medon	Podarces																																							
Medon	Menestheus	Pheides	Stichius	Meges	Amphion	Dracius	Podarces	Ajax the lesser	Oïleus	Eriopis																																				
Podarces	Menestheus	Pheides	Stichius	Meges	Amphion	Dracius	Medon	Iphiclus																																						
Oïleus	Medon	Eriopis																																												
Eriopis	Medon	Oïleus																																												
Iphiclus	Podarces	Phylacus																																												
Phylacus	Iphiclus																																													
Polydamas	Panthous																																													
Panthous	Polydamas																																													
Adamas	Hector																																													
Asius	Hyrtacus	Hector																																												
Hyrtacus	Asius																																													
Othryoneus	Hector																																													
Cebriones	Polydamas	Phalces	Orthaeus	Polyphetes	Palmys	Ascanius	Morys																																							
Polydamas	Cebriones	Phalces	Orthaeus	Polyphetes	Palmys	Ascanius	Morys																																							
Phalces	Cebriones	Polydamas	Orthaeus	Polyphetes	Palmys	Ascanius	Morys																																							
Orthaeus	Cebriones	Polydamas	Phalces	Polyphetes	Palmys	Ascanius	Morys																																							
Polyphetes	Cebriones	Polydamas	Phalces	Orthaeus	Palmys	Ascanius	Morys																																							
Palmys	Cebriones	Polydamas	Phalces	Orthaeus	Polyphetes	Ascanius	Morys																																							
Ascanius	Cebriones	Polydamas	Phalces	Orthaeus	Polyphetes	Palmys	Morys																																							
Morys	Cebriones	Polydamas	Phalces	Orthaeus	Polyphetes	Palmys	Ascanius																																							
																																														
%Chapter 14: Zeus Outmanoeuvred																																														
Diomedes																																														
Tydeus	Oeneus																																													
Portheus	Agrius	Melas	Oeneus																																											
Agrius	Portheus	Melas	Oeneus																																											
Melas	Portheus	Agrius	Oeneus																																											
Oeneus	Tydeus	Portheus	Agrius	Melas	Adrestus																																									
Adrestus	Oeneus																																													
Hera	Hephaestus	Cronus	Ocean	Tethys	Rhea	Thaos	Pasitheë																																							
Hephaestus	Hera																																													
Cronus	Hera																																													
Ocean	Hera	Sleep																																												
Tethys	Hera																																													
Rhea	Hera																																													
Thaos	Hera																																													
Sleep	Hera	Death	Ocean	Heracles	Night	Pasitheë	Poseidon																																							
Death	Sleep																																													
Heracles	Sleep	Alcmene																																												
Night	Sleep																																													
Pasitheë	Sleep	Hera																																												
Ixion	Zeus	Peirithous																																												
Peirithous	Zeus	Ixion																																												
Danaë	Zeus	Acrisius																																												
Acrisius	Danaë																																													
Perseus	Zeus	Danaë																																												
Phoenix	Zeus																																													
Minos	Zeus	Rhadamanthus																																												
Rhadamanthus	Zeus	Minos																																												
Semele	Zeus	Dionysus																																												
Alcmene	Zeus	Heracles																																												
Dionysus	Zeus	Semele																																												
Demeter	Zeus																																													
Leto	Zeus																																													
Zeus	Ixion	Peirithous	Danaë	Acrisius	Perseus	Phoenix	Minos	Rhadamanthus	Semele	Alcmene	Dionysus	Demeter	Leto																																	
Poseidon	Sleep	Diomedes	Agamemnon	Odysseus																																				Hector						
Diomedes	Poseidon																																													
Agamemnon	Poseidon																																													
Odysseus	Poseidon																																													
Hector																																								Poseidon						
Ajax the lesser																																								Satnius						
Satnius	Enops																																							Ajax the lesser						
Enops	Satnius																																													
Polydamas																																								Prothoenor	Ajax the great					
Prothoenor	Ajax the great																																							Polydamas						
Ajax the great	Prothoenor																																							Polydamas	Archelochus	Hyrtius				
Archelochus	Acamas																																							Ajax the great						
Acamas	Archelochus																																							Promachus	Peneleos					
Promachus	Peneleos	Alegenor																																						Acamas						
Peneleos	Promachus																																							Acamas	Ilioneus					
Ilioneus	Phorbas																																							Peneleos						
Phorbas	Ilioneus																																													
Hermes																																														
Alegenor	Promachus																																													
Hyrtius																																								Ajax the great						
Antilochus																																								Phalces	Mermerus					
Phalces	Mermerus																																							Antilochus						
Mermerus	Phalces																																							Antilochus						
Meriones																																								Morys	Hippotion					
Morys	Hippotion																																							Meriones						
Hippotion	Morys																																							Meriones						
Teucer																																								Periphetes (Trojan)	Prothoon					
Prothoon	Periphetes (Trojan)																																							Teucer						
Periphetes (Trojan)	Prothoon																																							Teucer						
Menelaus																																								Hyperenor						
Hyperenor																																								Menelaus						
																																														
%Chapter 15: Greeks at bay																																														
Poseidon	Iris	Rhea	Hades	Hermes	Hephaestus	Athene																																								
Iris	Poseidon	Hera	Apollo																																											
Patroclus																																								Hector	Sarpedon					
Hector																																								Patroclus						
Sarpedon																																								Patroclus						
Thetis	Zeus																																													
Zeus	Thetis	Themis	Rhea	Hades																																										
Hera	Themis	Apollo	Iris	Hephaestus	Hermes	Athene																																								
Themis	Hera	Zeus																																												
Apollo	Hera	Iris	Hephaestus																																											
Cronus	Rhea																																													
Rhea	Cronus	Zeus	Poseidon	Hades																																										
Hades	Cronus	Rhea	Poseidon	Zeus																																										
Hermes	Poseidon	Hephaestus	Athene	Hera																																										
Athene	Hephaestus	Poseidon	Hermes	Hera																																										
Hephaestus	Poseidon	Hermes	Athene	Hera	Apollo																																									
Thoas	Andraemon																																													
Andraemon	Thoas																																													
Arcesilaus (Greek)	Stichius																																							Hector						
Stichius	Menestheus	Arcesilaus (Greek)																																						Hector						
Menestheus	Stichius																																													
Hector																																								Arcesilaus	Stichius	Lycophron	Teucer			
Aeneas																																								Medon	Iasus					
Medon	Iasus																																							Aeneas						
Iasus	Medon	Sphelus																																						Aeneas						
Sphelus	Iasus																																													
Polydamas	Cleitus	Astynous																																						Mecisteus	Otus	Meges				
